,city,developer,price,water-availability,status-of-electricity,furnishing,bedrooms,bathrooms,status,configuration,tower-and-unit-details,recommended-for,neighborhood,roads,safety,cleanliness,public-transport,parking,connectivity,traffic,school,restaurants,hospital,market,locality-rating,verified_id,capacity
106,Chennai,NestBuilders,8910000,1,Unfurnished,,3,3,0,"4,3BHKFlat","1Tower,40Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
107,Chennai,RajarathnamConstructionPLtd,13900000,No/RarePowercut,4,,3,3,0,"4,3BHKFlat","1Tower,74Units","Retirees,,Family,,Couple,,",4,4,4,3,4,3,4,3,4,4,4,4,46,1,4
108,Chennai,DacPromoters,7640000,No/RarePowercut,1,,4,4,0,"4,3BHKBuilderFloorApartment","1Tower,56Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
109,Chennai,PragnyaSouthCityProjectsPvtLtd,8500000,Vitrified,44HoursAvailable,3,3SeeDimensionBedroom111X14ft,3,3,"1,4,3BHKFlat","16Towers,1654Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,45,1,4
110,Chennai,OlympiaGroup,14000000,44HoursAvailable,No/RarePowercut,NewConstruction,4SeeDimensionsBedroom114X14ftBedroom414X14ftBedroom314X14ftBedroom414X14ft,4,3,"4,3,4BHKFlat","4Towers,608Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
111,Chennai,BrigadeEnterprisesLtd,44500000,No/RarePowercut,Unfurnished,,3,3,0,3BHKFlat,"1Tower,498Units","Retirees,,Family,,Couple,,",4,3,4,3,4,4,4,3,4,4,4,4,43,1,4
114,Chennai,VaanamConstructions,9450000,44HoursAvailable,No/RarePowercut,5,4,4,0,"4,3BHKFlat","1Tower,34Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
113,Chennai,BSCPLInfrastructureLtd,4970000,No/RarePowercut,4,,3SeeDimensionBedroom111X10ft,4,0,"4,3BHKFlat","3Towers,581Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,44,1,4
114,Chennai,PuravankaraLtd,33800000,No/RarePowercut,4,,4SeeDimensionsBedroom114X15ftBedroom414X14ftBedroom314X15ftBedroom414X14ft,4,0,"3,4,5BHKFlat|3BHKPenthouse","4Towers,181Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,47,1,4
115,Chennai,VGNProjectsEstatesPrivateLimited,4750000,Unfurnished,,MultipurposeHallLaundryServiceVisitorParkingConferenceRoomWasteDisposalRainWaterHarvestingWaterStorageConciergeServicesKidsPlayAreaBanquetHallBank&ATMVaastuCompliantLibraryAndBusinessCentreActivityDeck4SwimmingPoolIntercomFacilityKidsClubFlowerGardensEventSpace&AmphitheatreFireFightingEquipmentCoffeeLounge&RestaurantsClubHouseGrandEntrancelobbyCafeteria/FoodCourtJoggingandStrollingTrackRetailBoulevard(RetailShops)EarlyLearningCentreIndoorGamesRoomGymnasiumSecurityIndoorSquash&BadmintonCourtsOutdoorTennisCourtsDTHTelevisionFacilityParkInternet/Wi-FiConnectivityPipedGasLiftMultipurposeCourtsViewallAmenities,4,4,3,"4,3,4,5BHKFlat","4Towers,1559Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,47,1,4
116,Chennai,RWD,9170000,1Covered,44HoursAvailable,3,3SeeDimensionBedroom110X14ft,3,0,"4,3BHKFlat","3Towers,356Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
117,Chennai,EKHOMES,5160000,4,Unfurnished,,4,4,0,"4,3BHKFlat","4Towers,60Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
118,Chennai,MGPBuildersandDevelopersPrivateLimited,10400000,Unfurnished,4,ReservedParkingSecurity,3,3,0,3BHKFlat|3BHKVilla,8Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
119,Chennai,LMLHomes,9870000,No/RarePowercut,Unfurnished,,4,4,0,"1,4,3,4BHKFlat","6Towers,431Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
140,Chennai,UrbanTreeInfrastructuresPvtLtd,6700000,No/RarePowercut,Unfurnished,PowerBackUpMultipurposeHallSolarEnergyVisitorParkingRainWaterHarvestingParkInternet/Wi-FiConnectivityGymnasiumSecurityLiftKidsplayareaSkydeckViewallAmenities,3,3,0,"4,3BHKFlat",134Units,"Retirees,,Family,,Couple,,",4,4,4,3,4,4,4,3,4,4,4,4,44,1,4
141,Chennai,LancorHoldingsLtd,6480000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"4,3BHKFlat","1Tower,410Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,3,4,4,4,4,43,1,4
144,Chennai,BhaggyamConstructions,8890000,No/RarePowercut,4,,3SeeDimensionBedroom1155X117ft,4,3,"4,3BHKFlat","5Towers,74Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,45,1,4
143,Chennai,JKBHousingPvtLtd,14500000,1,Unfurnished,ReservedParkingPowerBackUpCCTVCameraRainWaterHarvestingLift,4,4,0,"4,3BHKFlat","1Tower,3Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,46,1,4
144,Chennai,ArunExcelloConstructionLLP,4990000,No/RarePowercut,4,,4SeeDimensionsBedroom186X91ftBedroom486X94ft,4,0,"1,4BHKFlat","4Towers,440Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,45,1,4
145,Chennai,NewryPropertiesPvtLtd,10100000,No/RarePowercut,1,3,3,3,3,"4,3BHKFlat","1Tower,16Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,3,4,43,1,4
146,Chennai,PSConstruction,5460000,No/RarePowercut,1,4,4,4,0,"4,3BHKFlat","1Tower,48Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,4,4,45,1,4
147,Chennai,NavinHousing&PropertiesPvtLtd,14400000,44HoursAvailable,No/RarePowercut,13,3,3,0,"4,3BHKFlat","1Tower,107Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
148,Chennai,ElegantConstructions,4040000,Vitrified,44HoursAvailable,1,1SeeDimensionBedroom1141X116ft,1,3,"1,4,3BHKFlat","4Towers,115Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
149,Kolkata,FortuneParkHousingProjectsPvtLtd,4390000,No/RarePowercut,Unfurnished,,4,4,3,"4,3,4BHKFlat|3BHKPenthouse","14Towers,865Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
130,Kolkata,RameswaraGroupEnterprise,4460000,"Vitrified,CeramicTiles",1Covered,No/RarePowercut,3SeeDimensionsBedroom114X10ftBedroom414X10ftBedroom314X10ft,4,0,"4,3BHKFlat","10Towers,360Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
131,Kolkata,ASPSDevelopersLLP,10800000,44HoursAvailable,No/RarePowercut,46,3,4,3,"4,3,4BHKFlat","4Towers,368Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,4,4,4,4,4,44,1,4
134,Kolkata,DTCProjectsPvtLtd,3760000,No/RarePowercut,Unfurnished,,4,4,3,"4,3BHKFlat","48Towers,4500Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,45,1,4
133,Kolkata,ShapoorjiPallonjiRealEstate,5370000,44HoursAvailable,No/RarePowercut,,3,4,3,"1,4,3BHKFlat","49Towers,3000Units","Retirees,,Family,,Couple,,",4,4,4,3,4,3,4,3,4,4,4,4,45,1,4
134,Kolkata,SunConstruction,5930000,No/RarePowercut,1,,4,4,0,"1,4BHKFlat","4Towers,47Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,48,1,4
135,Kolkata,SugamDiamondProjectsLLP,4430000,No/RarePowercut,4,,4SeeDimensionBedroom110X10ft,4,0,"1,4,3BHKFlat","4Towers,560Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,3,3,4,44,1,4
136,Kolkata,BhawaniGroup,5500000,44HoursAvailable,No/RarePowercut,Unfurnished,3,4,0,"1,4,3BHKFlat","9Towers,449Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,4,4,4,4,4,45,1,4
137,Kolkata,GMGroup,4470000,4,Unfurnished,,4,4,0,"4,3BHKFlat","1Tower,140Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,48,1,4
138,Kolkata,IdealRealEstate,11000000,No/RarePowercut,Unfurnished,,3,4,3,"4,3,4,5BHKFlat","7Towers,980Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
139,Kolkata,OswalGroup,6630000,44HoursAvailable,No/RarePowercut,Unfurnished,3,4,0,"4,3BHKFlat",1Tower,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
140,Kolkata,RuchiRealty,8800000,No/RarePowercut,3,43,4,4,0,"4,3BHKFlat","1Tower,476Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
141,Kolkata,LoharukaGroup,4600000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"4,3BHKFlat","7Towers,985Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
144,Kolkata,VinayakGroup,8180000,44HoursAvailable,No/RarePowercut,Unfurnished,3SeeDimensionBedroom110X13ft,4,0,"4,3,4,5BHKFlat","3Towers,406Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,4,4,4,4,4,45,1,4
143,Kolkata,MerlinGroup,3410000,4,Unfurnished,,4,4,0,"4,3BHKFlat","9Towers,1064Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
144,Kolkata,RohraDevelopersPvtLtd,4810000,North-WestTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,HIRA/P/NOR/4019/000470,44HoursAvailable,4SeeDimensionsBedroom115X10ftBedroom4115X9ft,4,3,"4,3BHKFlat",16Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
145,Kolkata,EthaRealtyPvtLtd,4480000,No/RarePowercut,4,9,3,4,0,"4,3BHKFlat","4Towers,86Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,46,1,4
146,Kolkata,RiyaPrimarcGreensLLP,4400000,No/RarePowercut,4,,4,4,3,"1,4,3BHKFlat","5Towers,160Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
147,Kolkata,DevalokeGroup,4340000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"4,3BHKFlat","40Towers,1030Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,44,1,4
148,Kolkata,JoyMajumdar&Co&SencoInfrastucture,3570000,MainRoad,Vitrified,No/RarePowercut,4,4,3,"4,3BHKFlat","1Tower,15Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
149,Kolkata,JGGroup,4590000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionBedroom110X11ft,4,3,"4,3BHKFlat","4Towers,134Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,44,1,4
150,Kolkata,RishiGroup,5140000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionBedroom110X11ft,4,0,"4,3BHKFlat","4Towers,474Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
151,Surat,Swapnabhoomi,8540000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,"Garden/Park,MainRoad",44HoursAvailable,3SeeDimensionsBedroom113X14ftBedroom413X10ftBedroom314X11ft,3,1,3BHKFlat,"8Towers,416Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
154,Surat,SHILALEKHGROUP,10600000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,PR/GJ/SURATCITY/SUDA/RAA06747/010440,"CeramicTiles,Marble,Mosaic,Vitrified",3SeeDimensionsBedroom114X10ftBedroom411X13ftBedroom314X14ft,3,1,"3,4BHKFlat","3Towers,140Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
153,Surat,Swapnabhoomi,9000000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,CeramicTiles,No/RarePowercut,3SeeDimensionsBedroom113X18ftBedroom413X17ftBedroom313X17ft,3,1,3BHKFlat,"8Towers,416Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
154,Surat,AagamGroup,7500000,"Garden/Park,Pool,MainRoad",Vitrified,No/RarePowercut,3,3,3,"4,3,4BHKFlat","15Towers,495Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,3,3,3,4,44,1,4
155,Pune,IAANAssociates,6450000,No/RarePowercut,4,14,3,4,0,3BHKFlat,"1Tower,116Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,44,1,4
156,Pune,YashadaRealtyGroup,13000000,44HoursAvailable,No/RarePowercut,41,3SeeDimensionBedroom113X10ft,3,0,"4,3,4BHKFlat","4Towers,444Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
157,Pune,AswaniAssociates,6640000,No/RarePowercut,4,,4SeeDimensionsBedroom110X14ftBedroom413X106ft,4,0,4BHKFlat,"4Towers,350Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
158,Pune,UrbanSpace00000eators,9850000,No/RarePowercut,3,,3SeeDimensionsBedroom111X13ftBedroom411X14ftBedroom310X11ft,3,0,"4,3,4,5,6BHKFlat","4Towers,900Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
159,Pune,PrasunAssociates,7530000,44HoursAvailable,No/RarePowercut,Semi-Furnished,4,4,0,"4,3BHKFlat","4Towers,488Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
160,Pune,KRahejaRealtyPrivateLimited,1000000,4,Unfurnished,,4,4,3,"1,4,3BHKFlat","1Tower,30Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
161,Pune,MalpaniGroup,5400000,No/RarePowercut,3,11,4,4,0,4BHKFlat,"1Tower,149Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,3,4,45,1,4
164,Pune,TCGRealEstate,3840000,No/RarePowercut,Unfurnished,,1,1,0,"1,4BHKFlat","5Towers,360Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,4,3,4,45,1,4
163,Pune,JKREALTY&KoralRealty,8000000,No/RarePowercut,4,,4SeeDimensionsBedroom110X145ftBedroom4105X10ft,4,0,4BHKFlat,"1Tower,44Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
164,Pune,NyatiGroup,5600000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,4BHKFlat,"5Towers,440Units","Retirees,,Family,,Couple,,",4,3,4,4,3,4,4,3,4,4,4,4,43,1,4
165,Pune,ManavGroup,4770000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,4BHKFlat,"4Towers,141Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,3,4,3,4,4,43,1,4
166,Pune,PrideGroup,5340000,No/RarePowercut,3,16,4SeeDimensionsBedroom1911X91ftBedroom4911X91ftBedroom3911X91ft,4,0,"1,4,3,4BHKFlat","35Towers,1800Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,3,4,46,1,4
167,Pune,Pruthvidevelopers,4550000,44HoursAvailable,No/RarePowercut,Semi-Furnished,4,4,3,"4,3BHKFlat","1Tower,88Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,44,1,4
168,Pune,RamaGroup,8680000,No/RarePowercut,4,,3SeeDimensionBedroom1117X11ft,3,0,"4,3,4BHKFlat","3Towers,164Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,46,1,4
169,Pune,Excellaa,4840000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,4BHKFlat,"5Towers,746Units","Retirees,,Family,,Couple,,",4,3,4,3,4,4,4,3,4,4,4,4,44,1,4
170,Pune,ShreeSonigaraPunamiyaAssociates,5030000,No/RarePowercut,4,,4SeeDimensionsBedroom110X136ftBedroom410X106ft,4,0,4BHKFlat,"4Towers,94Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,44,1,4
171,Pune,UniqueProperties,4870000,No/RarePowercut,Unfurnished,,4,4,0,4BHKFlat,"1Tower,178Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,3,4,4,4,4,44,1,4
174,Pune,AmanoraParkTown,9300000,44HoursAvailable,No/RarePowercut,,4SeeDimensionBedroom1106X144ft,4,0,"1,4,3BHKFlat","4Towers,400Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
173,Pune,GlobalGroup,6130000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,3,4BHKFlat,"1Tower,134Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,4,3,4,45,1,4
174,Pune,NyatiGroup,14400000,44HoursAvailable,No/RarePowercut,31,3,3,0,"4,3BHKFlat","4Towers,119Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
175,Pune,MantraProperties,4540000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,"1,4BHKFlat","10Towers,656Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,44,1,4
176,Pune,SukhwaniAssociates,7600000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,0,4BHKFlat,"3Towers,444Units","Retirees,,Family,,Couple,,",4,3,4,4,4,4,4,3,4,4,4,4,44,1,4
177,Pune,PuranikBuildersltd,4400000,No/RarePowercut,Unfurnished,,1,1,0,"1,4,3BHKFlat","13Towers,614Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,4,4,4,45,1,4
178,Pune,RRLunkadLandmarksLLP&NemichandBhandariAssociates,7760000,No/RarePowercut,4,,4SeeDimensionsBedroom1146X106ftBedroom410X10ft,4,0,"4,3BHKFlat","6Towers,300Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
179,Pune,OxyBuildcorp,9730000,No/RarePowercut,4,9,4,4,0,"4,3BHKFlat","5Towers,198Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
180,Pune,PragatiGroup,4980000,No/RarePowercut,4,,4SeeDimensionBedroom110X10ft,4,0,4BHKFlat|CommercialShop,"3Towers,401Units","Retirees,,Family,,Couple,,",4,3,4,4,3,4,4,3,4,4,4,4,43,1,4
181,Pune,BhaktamarRealitiesLLP,7510000,No/RarePowercut,4,13,4SeeDimensionBedroom111X145ft,4,0,4BHKFlat,"4Towers,89Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,44,1,4
184,Pune,ARVGroup,6000000,No/RarePowercut,4,11,4,4,0,"4,3BHKFlat","6Towers,460Units","Retirees,,Family,,Couple,,",4,3,4,4,3,4,4,3,4,4,4,4,43,1,4
183,Pune,MalpaniGroup,6090000,No/RarePowercut,1,7,1SeeDimensionBedroom110X153ft,1,0,"1,4BHKFlat|StudioApartment","4Towers,130Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
184,Pune,Mas00000eations,3630000,44HoursAvailable,No/RarePowercut,Unfurnished,4SeeDimensionsBedroom110X10ftBedroom410X10ft,4,3,4BHKFlat,"4Towers,185Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,4,4,44,1,4
185,Jaipur,PlatinumGroup,3980000,No/RarePowercut,4,,3,4,0,"4,3BHKFlat","5Towers,498Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
186,Jaipur,TaruchayaColonizersPrivateLimited,4350000,44HoursAvailable,No/RarePowercut,Unfurnished,4,4,3,"1,4,3BHKFlat","3Towers,376Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,3,45,1,4
187,Jaipur,ShubhashishHomes,4900000,No/RarePowercut,Unfurnished,,4,4,0,"4,3BHKFlat|3,4BHKVilla",81Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
188,Jaipur,GovardhanHeightsLLP,1850000,No/RarePowercut,4,,4SeeDimensionsBedroom110X10ftBedroom410X10ft,4,0,"1,4,3BHKFlat","3Towers,503Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,3,45,1,4
189,Jaipur,UnnatiGroupandTirupatiGroup,4350000,No/RarePowercut,1,9,4,4,0,"1,4,3BHKFlat","4Towers,558Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,3,3,3,3,44,1,4
190,Jaipur,AashishGroup,1080000,44HoursAvailable,No/RarePowercut,Unfurnished,1SeeDimensionBedroom110X9ft,1,0,"1,4,3BHKFlat","4Towers,557Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
191,Jaipur,PinkcityLandbasePvtLtd,4730000,44HoursAvailable,No/RarePowercut,Furnished,4SeeDimensionsBedroom110X10ftBedroom4115X10ft,4,0,"1,4BHKFlat","7Towers,754Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,3,45,1,4
194,Jaipur,AshianaHousingLtd,4430000,No/RarePowercut,Unfurnished,,4,4,3,"4,3BHKFlat","48Towers,1400Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,3,45,1,4
193,Jaipur,UrbanaGroup,4600000,No/RarePowercut,4,10,3,3,3,"1,4,3BHKFlat","7Towers,110Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
194,Jaipur,ManglamGroup,14000000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3SeeDimensionsBedroom111X13ftBedroom411X115ftBedroom310X145ft,3,0,"3,4BHKFlat","4Towers,60Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
195,Jaipur,AuricInfraprojectsLtd,4550000,No/RarePowercut,1,,4SeeDimensionsBedroom110X14ftBedroom4116X14ft,4,0,"1,4BHKFlat|3BHKVilla","4Towers,457Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,3,45,1,4
196,Jaipur,ShreeShakambhariDevelopersPvtLtd,3600000,4,Unfurnished,,4SeeDimensionsBedroom1116X15ftBedroom4149X11ft,4,3,"1,4,3BHKFlat","6Towers,374Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
197,Jaipur,AradhanaBuildtechBuildersandDevelopers,3400000,44HoursAvailable,No/RarePowercut,Semi-Furnished,4SeeDimensionsBedroom114X10ftBedroom414X10ft,4,3,"4,3BHKFlat","1Tower,60Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,3,45,1,4
198,Jaipur,AashishGroup,7380000,4,Semi-Furnished,,4SeeDimensionBedroom19X11ft,4,0,"4,3BHKFlat","1Tower,44Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
199,Jaipur,PradhanRealEstatePvtLtd,3600000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3,3,3,"1,4,3BHKFlat","1Tower,70Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
400,Jaipur,RuheenDevelopersAndPropertiesLLP,4330000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3SeeDimensionsBedroom1115X11ftBedroom411X11ftBedroom310X14ft,4,0,"1,4,3BHKFlat","1Tower,48Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,3,45,1,4
401,Jaipur,PurpleGroup,13500000,No/RarePowercut,3,18,3SeeDimensionsBedroom114X11ftBedroom413X11ftBedroom3103X145ft,3,3,"4,3,4BHKFlat","3Towers,444Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
404,Jaipur,VanshdeepBuildersPrivateLimited,8000000,44HoursAvailable,No/RarePowercut,,3SeeDimensionsBedroom113X11ftBedroom413X11ftBedroom314X11ft,3,0,"3,4,5BHKVilla",71Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,46,1,4
403,Jaipur,MahimaRealEstatePvtLtd,3930000,Unfurnished,,JoggingandStrollingTrackCycling&JoggingTrackRainWaterHarvestingIndoorGamesRoomSecurityGymnasiumKidsPlayAreaKidsPlayPoolWithWaterSlidesPowerBackUpReservedParkingOutdoorTennisCourtsDTHTelevisionFacilitySwimmingPoolInternet/Wi-FiConnectivityIntercomFacilityMultipurposeCourtsLiftViewallAmenities,4,4,3,"4,3,4BHKFlat|3BHKPenthouse|3BHKVilla|3,4BHKResidentialHouse","4Towers,86Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,3,3,45,1,4
404,Jaipur,ShreeRamGroup,5750000,44HoursAvailable,No/RarePowercut,Semi-Furnished,3,3,3,"4,3BHKFlat|3BHKPenthouse|4BHKResidentialHouse","4Towers,416Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,3,45,1,4
405,Jaipur,AshianaHousingLtd,4300000,North-WestTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,"Pool,MainRoad",44HoursAvailable,4SeeDimensionsBedroom1143X107ftBedroom4144X104ft,4,3,"4,3BHKFlat","48Towers,1400Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,5,1,4
406,Jaipur,GangaaKotechaGroup,5110000,44HoursAvailable,No/RarePowercut,Unfurnished,3,3,0,"4,3BHKFlat","1Tower,119Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,47,1,4
407,Jaipur,ChordiasGroup,14500000,"Garden/Park,Pool",Vitrified,No/RarePowercut,3,4,1,"3,4BHKFlat","4Towers,454Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,45,1,4
408,Kanpur,VinayakShreeRealEstatePvtLtd,5400000,EastTalktoourbestVastuConsultantstogetinstantsolutionViewConsultants,Garden/Park,Unfurnished,4,4,3,"4,3,4,5BHKFlat|3,4,6BHKVilla|ResidentialPlot|CommercialShop","5Towers,300Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,5,3,4,3,48,1,4
409,Kanpur,SkylineInfraHeightsPvtLtd,8960000,1Covered,44HoursAvailable,4,3,4,0,3BHKFlat,"4Towers,456Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,5,3,4,3,48,1,4
